"","SAMPLEID","ReferenceSite","nt_EPT_resid","pt_ti_cowa_warm_stenowarm_resid","pi_habitat_rheo","pi_NonIns","pi_Colesens_resid","MMI.2024"
"390","34850-ORDEQ:20080604:R:SR","MOST DISTURBED",0.0646075321388181,0,0.215973558031851,0.60546875,0.810819835910083,0.33937393521615
"391","35727-ORDEQ:19980728:R:SR-3","MOST DISTURBED",0.373985877640931,0.439110018998818,0.935885418138019,0.83203125,0.407188380432055,0.597640189041965
"392","35827-ORDEQ:20000627:R:SR","MOST DISTURBED",0.787217677418267,0.551489758449489,0.673417552474312,0.93359375,0.637242180054182,0.71659218367925
"393","35842-ORDEQ:20000628:R:SR","MOST DISTURBED",0.527074401005847,0.710168015680636,0.069741461447785,0.43359375,1,0.548115525626854
"394","35856-ORDEQ:20010610:R:SR","MOST DISTURBED",0.170835534677914,1,0.00224972456283176,0.99609375,1,0.633835801848149
"395","37122-ORDEQ:20180927:R:SR","MOST DISTURBED",0.746533247148398,0.46159339909656,0.898390008757489,0.90625,0.449485804612616,0.692450491923013
"396","37176-ORDEQ:20120723:R:SR","MOST DISTURBED",0.753003796789537,1,0.830898271872536,0.89453125,0.676474816074537,0.830981626947322
"397","37282-ORDEQ:20140930:R:SR","MOST DISTURBED",0.30482951890346,1,0.62092397934157,0.3828125,0.693538612183535,0.600420922085713
"398","37336-ORDEQ:20180808:R:SR","MOST DISTURBED",0.571956760797855,0.185371381213066,0.504688210261929,0.94921875,0.807213270021067,0.603689674458783
"399","37422-ORDEQ:20180813:R:SR","MOST DISTURBED",0.489791350681525,0.191563742653122,0.763406534987583,0.94921875,0.434349503903023,0.565665976445051
"400","37434-ORDEQ:20160920:R:SR","MOST DISTURBED",0.508327172582338,0.262471789904765,0.617174438403517,0.6328125,0.564887103667166,0.517134600911557
"401","37727-ORDEQ:20180831:R:SR","MOST DISTURBED",0.612207052672898,0.307770160360313,0.549682701518564,0.89453125,0.744910593086802,0.621820351527715
"402","37795-ORDEQ:20140820:R:SR","MOST DISTURBED",0.374374714638035,0,0.98837899127076,0.95703125,0,0.463956991181759
"403","37796-ORDEQ:20140820:R:SR","MOST DISTURBED",0.341935138753375,0.581730334160202,0.939634959076072,0.96484375,0.303479789986423,0.626324794395215
"404","37797-ORDEQ:20140820:R:SR","MOST DISTURBED",0.530192647215638,0,0.710912961854841,0.96875,0.613020751349127,0.564575272083921
"405","37847-ORDEQ:20140930:R:SR","MOST DISTURBED",0.246934332616116,0.749017991658082,0.804651485306165,0.37109375,0.0819860784794816,0.450736727611969
"406","38024-ORDEQ:20170705:R:SR","MOST DISTURBED",0.872550410258585,0.808673105219268,0.767156075925636,0.828125,0.757440194122335,0.806788957105165
"407","38564-ORDEQ:20160928:R:SR","MOST DISTURBED",0.504027314915326,0.902881429953471,0.812150567182271,0.4296875,0.715402647063723,0.672829891822958
"408","38568-ORDEQ:20160622:R:SR","MOST DISTURBED",0.255311316078011,0.578557717117545,1,0.984375,0.585120519724548,0.680672910584021
"409","38847-ORDEQ:20170629:R:SR","MOST DISTURBED",0.882822502191805,0.681570750306139,0.815900108120324,0.859375,0.414249109694504,0.730783494062554
"410","39503-ORDEQ:20170629:R:SR","MOST DISTURBED",0.597657753771527,0.672937743265878,0.947134040952178,0.90234375,0.631872854432894,0.750389228484496
"411","40718-ORDEQ:20180803:R:SR","MOST DISTURBED",0.648938935991616,0,0.703413879978736,0.875,0.434203267963215,0.532311216786713
"412","dfw_20417:20190910:R:SR","MOST DISTURBED",0.711209482275506,0.717498076083671,0.785903780615901,0.88671875,0.780965680704205,0.776459153935856
"413","dfw_7057:20080814:R:SR","MOST DISTURBED",0.951665526261706,0.928937621167578,0.789653321553954,0.640625,0.594076149628734,0.780991523722394
"414","dfw_8329:20080929:R:SR","MOST DISTURBED",0,0.621127014760517,0,0,0.854831568156112,0.295191716583326
